esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
1002538,1.55E+12,67.3,331.4,-22.5,3.352,3.285,36.9,34.1,3.36,75.14
1002543,1.56E+12,42.9,350.5,-22.5,3.554,3.480,33.0,29.7,4.42,107.22
1002550,1.55E+12,18.0,344.7,-22.5,3.494,3.420,37.0,33.6,3.49,108.08
1002554,1.55E+12,32.1,333.0,-22.5,3.371,3.303,37.0,35.3,6.71,70.53
1002555,1.57E+12,26.0,326.7,-22.5,3.298,3.243,33.4,31.6,0.06,100.53
1002556,1.57E+12,41.2,326.5,-22.5,3.310,3.236,37.0,33.6,7.62,95.39
1002557,1.57E+12,58.5,329.6,-22.5,3.337,3.269,37.0,35.4,7.89,78.86
1002558,1.57E+12,36.5,352.2,-22.5,3.561,3.499,33.0,31.6,6.39,118.68
1002559,1.56E+12,42.3,340.4,-22.5,3.453,3.378,37.0,34.1,6.17,81.62
1002560,1.57E+12,41.7,337.3,-22.5,3.414,3.344,34.9,31.5,2.42,106.82
1002562,1.55E+12,45.6,337.7,-22.5,3.425,3.355,34.7,31.5,7.87,79.98
1002568,1.55E+12,69.0,355.7,-22.5,3.602,3.527,37.0,33.5,1.87,85.47
1002569,1.56E+12,52.8,341.6,-22.5,3.461,3.392,34.1,32.5,21.73,95.03
1002573,1.55E+12,24.0,334.8,-22.5,3.386,3.327,33.1,31.3,3.99,64.31
1002576,1.55E+12,52.4,325.5,-22.5,3.286,3.231,37.0,34.2,3.18,107.04
1002582,1.56E+12,37.5,353.9,-22.5,3.577,3.512,36.0,33.0,4.93,63.99
1002584,1.57E+12,69.6,332.4,-22.5,3.369,3.302,37.0,35.4,3.76,63.93
1002585,1.57E+12,44.2,331.4,-22.5,3.361,3.289,36.0,32.6,3.01,119.36
1002586,1.57E+12,68.5,330.1,-22.5,3.338,3.277,36.0,34.2,3.11,95.66
1002589,1.55E+12,55.7,328.1,-22.5,3.314,3.255,33.7,30.0,4.65,80.04
1002590,1.56E+12,28.5,335.4,-64.8,3.394,3.330,33.0,31.0,8.93,70.90
1002595,1.56E+12,72.2,331.0,-22.5,3.355,3.280,35.3,31.5,5.24,102.13
1002596,1.56E+12,40.1,325.3,-22.5,3.286,3.228,33.0,31.8,15.64,86.52
1002597,1.55E+12,64.2,346.3,-34.4,3.500,3.437,33.0,30.8,7.85,82.96
1002601,1.57E+12,40.0,327.8,-22.5,3.321,3.254,35.5,31.6,5.52,98.73
1002602,1.57E+12,52.4,352.9,-22.5,3.577,3.508,37.0,33.1,5.02,90.37
1002605,1.55E+12,68.7,356.8,-22.5,3.605,3.547,37.0,34.5,8.71,85.46
1002606,1.55E+12,70.9,329.6,-22.5,3.331,3.269,33.0,31.3,1.55,70.83
1002608,1.57E+12,29.0,348.1,-22.5,3.527,3.457,36.0,32.1,21.90,92.32
1002609,1.56E+12,15.7,332.1,-22.5,3.359,3.296,36.0,35.0,2.35,88.39
1002610,1.56E+12,70.5,331.5,-22.5,3.352,3.286,35.0,31.9,4.30,60.89
1002615,1.57E+12,60.8,330.9,-22.5,3.343,3.284,33.7,30.7,4.55,105.46
1002617,1.56E+12,35.0,347.5,-22.5,3.521,3.448,37.0,34.3,4.41,99.17
1002623,1.56E+12,67.9,327.0,-22.5,3.308,3.248,37.0,34.9,11.21,99.61
1002624,1.55E+12,57.3,337.8,-22.5,3.420,3.353,33.0,31.7,4.67,71.67
1002628,1.55E+12,41.7,340.3,-22.5,3.435,3.381,33.8,30.7,5.49,91.28
1002629,1.57E+12,59.7,342.6,-22.5,3.457,3.402,32.8,30.6,4.79,76.16
1002631,1.57E+12,18.5,348.0,-22.5,3.520,3.453,37.0,33.3,1.22,115.29
1002632,1.56E+12,67.4,341.3,-22.5,3.459,3.393,37.0,34.8,1.09,103.16
1002633,1.56E+12,48.6,343.9,-22.5,3.483,3.410,33.6,31.7,5.22,95.98
1002638,1.55E+12,41.2,358.2,-22.5,3.624,3.558,33.0,30.5,6.67,72.75
1002645,1.55E+12,47.7,336.4,-22.5,3.414,3.340,37.0,35.6,9.27,103.23
1002647,1.55E+12,27.1,345.8,-22.5,3.489,3.429,37.0,34.4,5.20,88.74
1002648,1.56E+12,52.6,335.4,-22.5,3.396,3.331,34.4,32.8,5.13,71.74
1002649,1.57E+12,48.3,328.3,-22.5,3.316,3.254,36.0,33.1,23.94,79.87
1002653,1.56E+12,59.5,350.4,-22.5,3.550,3.476,35.4,31.6,3.32,109.21
1002655,1.56E+12,29.2,329.5,-22.5,3.334,3.272,37.0,35.8,1.77,61.39
1002656,1.57E+12,52.4,323.8,-22.5,3.280,3.213,36.0,33.1,3.76,96.62
1002657,1.55E+12,47.8,330.2,-22.5,3.349,3.276,33.0,31.2,4.56,86.16
1002662,1.57E+12,28.4,343.6,-22.5,3.466,3.416,33.0,31.0,5.48,101.87
1002666,1.56E+12,20.2,334.7,-22.5,3.388,3.321,37.0,33.3,8.79,105.64
1002668,1.56E+12,40.5,332.1,-22.5,3.360,3.292,33.0,29.4,3.70,117.10
1002669,1.57E+12,50.9,329.0,-22.5,3.322,3.266,33.0,30.4,6.93,87.96
1002671,1.55E+12,56.0,345.6,-22.5,3.495,3.429,33.7,31.0,7.29,119.19
1002672,1.56E+12,51.6,354.6,-22.5,3.584,3.523,34.3,31.9,1.91,96.61
1002673,1.56E+12,56.0,347.5,-22.5,3.521,3.450,32.8,30.1,7.44,119.24
1002674,1.55E+12,70.5,327.7,-22.5,3.316,3.250,37.0,33.5,4.10,75.64
1002680,1.56E+12,34.2,351.4,-22.5,3.557,3.488,37.0,33.2,5.27,60.58
1002682,1.56E+12,24.2,332.4,-22.5,3.366,3.298,33.0,31.9,7.07,114.40
1002683,1.55E+12,21.3,353.1,-22.5,3.571,3.502,33.9,32.2,4.25,85.49
1002684,1.57E+12,49.3,347.8,-22.5,3.523,3.451,37.0,35.4,4.04,112.12
1002685,1.56E+12,42.6,342.1,-22.5,3.459,3.392,35.8,33.6,2.38,106.53
1002686,1.55E+12,69.8,329.8,-22.5,3.334,3.273,33.0,29.8,4.69,113.61
1002687,1.55E+12,44.7,336.7,-22.5,3.412,3.339,36.0,34.1,3.03,84.09
1002689,1.56E+12,30.3,330.6,-22.5,3.343,3.283,36.0,33.6,4.16,92.49
1002691,1.57E+12,26.3,350.0,-22.5,3.540,3.476,32.4,29.8,1.04,80.97
1002692,1.57E+12,28.6,357.1,-22.5,3.606,3.547,36.0,34.5,21.80,101.28
1002695,1.55E+12,49.5,351.2,-22.5,3.548,3.486,35.0,33.4,10.98,85.86
1002699,1.56E+12,31.3,354.2,-22.5,3.592,3.520,36.0,33.2,2.01,79.90
1002700,1.56E+12,32.0,327.5,-22.5,3.305,3.248,37.0,33.0,9.09,61.28
1002702,1.55E+12,36.9,339.7,-22.5,3.445,3.375,36.5,34.4,5.84,100.54
1002704,1.55E+12,33.2,337.4,-22.5,3.416,3.348,33.0,30.3,5.63,65.39
1002705,1.56E+12,38.5,336.0,-22.5,3.393,3.333,33.0,29.3,24.06,95.46
1002707,1.56E+12,52.6,327.3,-22.5,3.306,3.245,37.0,34.6,1.88,83.46
1002708,1.56E+12,17.0,329.0,-22.5,3.322,3.270,33.0,29.1,8.79,72.52
1002709,1.56E+12,42.2,327.8,-22.5,3.311,3.253,36.0,34.3,6.67,97.93
1002713,1.56E+12,22.1,335.8,-22.5,3.389,3.329,37.0,33.8,24.65,71.02
1002715,1.57E+12,29.0,349.9,-22.5,3.544,3.470,34.6,33.0,1.42,69.01
1002716,1.57E+12,55.5,332.2,-22.5,3.360,3.295,32.7,30.0,15.91,103.35
1002720,1.55E+12,21.1,327.3,-22.5,3.315,3.252,37.0,34.2,10.26,83.16
1002721,1.57E+12,18.7,336.8,-22.5,3.405,3.346,33.0,31.0,3.02,119.43
1002724,1.56E+12,39.0,336.5,-22.5,3.414,3.338,33.4,31.0,10.34,89.38
1002728,1.55E+12,70.8,327.7,-22.5,3.314,3.249,37.0,33.4,2.01,112.47
1002731,1.57E+12,40.6,341.9,-22.5,3.469,3.396,37.0,34.4,6.70,85.06
1002732,1.57E+12,69.4,327.3,-22.5,3.315,3.250,37.0,36.0,7.37,67.59
1002735,1.57E+12,61.6,341.3,-22.5,3.462,3.390,37.0,33.1,0.44,109.42
1002737,1.57E+12,73.8,334.1,-22.5,3.391,3.316,36.0,33.6,14.09,70.69
1002739,1.55E+12,63.0,331.4,-22.5,3.344,3.284,33.0,29.4,9.79,77.96
1002740,1.57E+12,21.4,328.3,-22.5,3.314,3.257,35.8,34.1,4.41,81.60
1002742,1.56E+12,51.0,327.0,-22.5,3.319,3.241,33.0,29.7,4.01,96.55
1002748,1.57E+12,32.7,346.0,-22.5,3.494,3.431,37.0,33.4,9.50,62.01
1002750,1.56E+12,41.7,328.2,-22.5,3.326,3.253,36.0,33.8,6.21,82.08
1002752,1.55E+12,23.0,358.1,-22.5,3.626,3.557,37.0,33.7,1.76,60.72
1002756,1.56E+12,55.8,330.2,-22.5,3.350,3.281,34.5,30.8,9.21,118.81
1002760,1.55E+12,71.5,328.9,-22.5,3.329,3.267,37.0,34.5,3.52,86.52
1002761,1.55E+12,36.2,352.6,-22.5,3.568,3.504,36.0,34.0,5.60,96.43
1002762,1.56E+12,57.5,338.6,-22.5,3.422,3.365,36.4,35.1,23.64,83.71
1002763,1.57E+12,36.0,329.8,-22.5,3.331,3.270,34.4,32.8,3.94,77.58
1002765,1.56E+12,28.3,334.4,-22.5,3.387,3.317,36.0,34.4,9.28,99.37
1002766,1.56E+12,29.3,332.9,-22.5,3.369,3.306,36.0,33.9,4.71,70.62
1002768,1.56E+12,26.9,327.0,-22.5,3.308,3.249,33.8,31.2,2.06,103.28
1002778,1.56E+12,35.9,330.0,-22.5,3.341,3.271,33.2,31.1,4.85,114.73
1002781,1.55E+12,69.3,326.2,-22.5,3.300,3.237,37.0,33.7,6.15,73.14
1002782,1.55E+12,74.9,345.1,-22.5,3.483,3.422,32.2,29.9,1.16,64.88
1002784,1.56E+12,56.0,355.3,-22.5,3.592,3.527,37.0,34.3,1.75,115.74
1002787,1.55E+12,45.7,333.6,-22.5,3.385,3.311,33.4,32.2,0.58,72.85
1002788,1.56E+12,61.3,333.4,-22.5,3.376,3.306,37.0,34.8,1.81,115.90
1002793,1.56E+12,35.2,330.9,-22.5,3.356,3.281,36.6,33.4,12.78,83.55
1002794,1.56E+12,26.2,348.8,-22.5,3.529,3.468,33.8,31.8,6.33,102.89
1002796,1.55E+12,72.4,329.5,-22.5,3.328,3.270,33.6,30.7,2.54,89.03
1002797,1.57E+12,75.1,345.0,-22.5,3.495,3.429,36.0,33.7,8.40,64.69
1002798,1.57E+12,72.2,351.0,-22.5,3.551,3.489,36.6,33.8,1.47,98.11
1002802,1.55E+12,40.6,324.4,-22.5,3.285,3.223,35.9,33.9,3.32,88.47
1002804,1.56E+12,70.3,327.8,-22.5,3.321,3.252,36.0,33.9,6.51,117.02
1002806,1.56E+12,33.9,343.0,-22.5,3.463,3.402,33.0,31.4,1.83,106.67
1002810,1.55E+12,58.4,327.9,-22.5,3.311,3.254,36.2,34.9,2.83,63.05
1002811,1.57E+12,18.5,346.5,-22.5,3.496,3.437,37.0,33.9,4.84,66.50
1002814,1.56E+12,64.9,332.9,-22.5,3.375,3.307,35.8,33.0,9.10,61.67
1002815,1.56E+12,47.5,339.1,-22.5,3.422,3.362,33.6,29.9,24.36,106.41
1002816,1.55E+12,38.6,344.4,-22.5,3.486,3.423,37.0,35.3,9.57,75.15
1002818,1.55E+12,32.0,336.6,-22.5,3.406,3.339,33.0,31.6,1.46,109.47
1002819,1.57E+12,22.2,328.9,-22.5,3.325,3.262,33.7,32.4,2.71,87.13
1002820,1.55E+12,21.9,328.2,-22.5,3.325,3.258,33.3,29.4,0.99,105.40
1002823,1.57E+12,52.4,356.9,-22.5,3.613,3.548,34.0,32.2,4.32,117.74
1002831,1.57E+12,19.0,341.3,-22.5,3.451,3.385,37.0,33.8,10.60,103.08
1002834,1.56E+12,20.5,331.8,-22.5,3.364,3.296,34.8,33.0,6.81,98.98
1002835,1.55E+12,35.4,328.7,-22.5,3.329,3.257,37.0,33.3,5.64,118.85
1002839,1.56E+12,53.0,345.1,-22.5,3.493,3.427,34.7,32.3,7.27,118.31
1002841,1.57E+12,41.9,335.2,-22.5,3.383,3.331,34.5,31.0,5.86,69.41
1002845,1.57E+12,28.3,333.1,-22.5,3.362,3.306,36.7,32.9,5.42,69.33
1002847,1.56E+12,59.0,353.6,-22.5,3.582,3.507,36.0,33.8,1.24,86.43
1002848,1.57E+12,32.1,327.2,-22.5,3.311,3.242,33.0,31.0,22.38,93.91
1002849,1.55E+12,30.1,332.9,-22.5,3.375,3.300,33.4,31.4,5.62,96.60
1002850,1.56E+12,43.0,330.5,-22.5,3.353,3.282,33.4,30.5,2.64,82.22
1002852,1.55E+12,24.6,332.4,-22.5,3.363,3.299,33.0,30.2,1.22,76.35
1002853,1.56E+12,62.4,329.6,-22.5,3.343,3.267,34.7,33.1,0.38,117.71
1002858,1.55E+12,36.8,334.8,-22.5,3.383,3.323,37.0,34.4,3.14,100.34
1002859,1.57E+12,51.2,349.8,-22.5,3.543,3.472,37.0,34.1,4.12,63.70
1002860,1.55E+12,49.8,350.8,-22.5,3.556,3.485,36.0,32.2,6.84,92.09
1002861,1.57E+12,19.5,325.3,-22.5,3.300,3.224,37.0,34.5,7.55,90.00
1002862,1.56E+12,43.3,340.4,-22.5,3.439,3.384,33.0,29.1,7.01,62.26
1002863,1.56E+12,70.1,327.2,-22.5,3.307,3.250,33.0,30.6,4.11,88.38
1002867,1.57E+12,16.9,341.4,-22.5,3.451,3.391,36.0,34.3,21.92,72.28
1002869,1.56E+12,30.1,339.7,-22.5,3.430,3.368,37.0,34.7,3.11,60.64
1002870,1.55E+12,64.9,329.7,-22.5,3.332,3.272,36.2,34.3,0.07,105.99
1002872,1.56E+12,40.8,345.2,-22.5,3.501,3.425,32.4,28.7,7.75,84.46
1002873,1.56E+12,15.8,340.2,-22.5,3.446,3.382,37.0,33.2,6.58,80.43
1002880,1.55E+12,41.2,339.5,-22.5,3.436,3.368,37.0,33.6,8.54,86.16
1002881,1.57E+12,38.9,341.2,-22.5,3.443,3.391,37.0,34.8,3.33,67.76
1002883,1.57E+12,28.2,348.2,-22.5,3.514,3.454,33.0,29.8,6.24,73.43
1002886,1.56E+12,32.2,332.0,-22.5,3.370,3.298,37.0,35.6,22.86,78.08
1002889,1.55E+12,61.0,342.1,-22.5,3.453,3.396,33.0,30.8,6.27,83.59
1002891,1.56E+12,74.9,330.3,-22.5,3.344,3.278,36.0,32.6,5.10,92.07
1002893,1.56E+12,37.5,331.7,-22.5,3.355,3.290,37.0,34.9,4.27,107.46
1002898,1.56E+12,34.4,341.8,-22.5,3.461,3.389,33.0,31.4,5.09,100.91
1002899,1.57E+12,54.2,335.8,-22.5,3.394,3.335,36.0,32.1,9.96,81.99
1002900,1.57E+12,24.7,327.1,-22.5,3.318,3.251,37.0,35.0,6.08,86.86
1002903,1.55E+12,51.4,331.7,-22.5,3.353,3.296,36.8,35.2,3.36,89.35
1002907,1.57E+12,67.2,343.1,-22.5,3.467,3.402,35.0,33.0,12.67,70.78
1002909,1.57E+12,52.9,324.8,-22.5,3.293,3.225,33.0,31.4,3.72,85.82
1002910,1.55E+12,37.9,330.9,-22.5,3.341,3.280,34.7,32.1,10.99,66.54
1002919,1.57E+12,60.6,343.2,-22.5,3.465,3.408,32.7,30.2,4.41,61.24
1002921,1.56E+12,55.1,328.0,-22.5,3.313,3.252,36.0,34.7,4.50,90.83
1002922,1.55E+12,54.7,352.3,-46.5,3.555,3.498,34.7,32.3,9.22,93.76
1002924,1.56E+12,31.5,328.6,-22.5,3.331,3.265,37.0,33.4,8.68,79.43
1002929,1.56E+12,43.6,355.9,-22.5,3.590,3.529,33.6,32.0,5.57,85.27
1002934,1.56E+12,30.2,350.6,-22.5,3.555,3.484,37.0,33.2,11.60,107.13
1002944,1.55E+12,41.7,333.1,-22.5,3.371,3.307,35.9,34.7,6.04,82.83
1002946,1.56E+12,32.6,332.8,-22.5,3.378,3.300,37.0,34.1,5.14,69.08
1002947,1.56E+12,45.9,327.9,-22.5,3.326,3.258,37.0,33.6,6.26,70.97
1002948,1.55E+12,69.7,351.1,-22.5,3.559,3.487,34.4,32.8,5.07,73.38
1002949,1.57E+12,23.6,328.7,-22.5,3.325,3.260,33.0,30.5,9.12,77.95
1002953,1.55E+12,23.6,349.3,-22.5,3.524,3.472,35.3,32.6,4.12,83.98
1002954,1.56E+12,42.9,342.0,-22.5,3.465,3.393,36.0,33.2,7.90,84.21
1002955,1.55E+12,20.7,351.8,-22.5,3.560,3.492,33.0,29.5,7.14,87.55
1002956,1.56E+12,43.9,344.8,-22.5,3.483,3.420,36.2,34.1,6.13,81.89
1002957,1.56E+12,33.5,324.8,-22.5,3.296,3.221,37.0,34.5,5.92,71.08
1002959,1.57E+12,29.1,334.4,-22.5,3.386,3.317,37.0,33.1,4.49,119.07
1002962,1.56E+12,44.3,328.6,-22.5,3.330,3.260,33.0,30.1,5.34,63.58
1002967,1.56E+12,52.0,346.3,-22.5,3.507,3.437,37.0,35.1,11.73,68.34
1002974,1.56E+12,19.1,325.7,-22.5,3.300,3.231,37.0,34.8,10.24,95.29
1002975,1.57E+12,72.5,339.0,-22.5,3.438,3.365,33.0,30.7,3.94,108.13
1002979,1.56E+12,71.7,351.9,-22.5,3.560,3.497,37.0,33.0,6.71,92.98
1002980,1.56E+12,51.5,330.5,-22.5,3.351,3.279,37.0,34.6,12.48,60.38
1002981,1.57E+12,39.4,337.2,-22.5,3.404,3.347,33.0,30.0,2.99,92.06
1002982,1.56E+12,53.7,343.1,-22.5,3.470,3.405,33.0,30.2,0.17,109.97
1002983,1.57E+12,65.9,330.9,-22.5,3.343,3.280,34.2,32.0,5.29,114.47
1002984,1.57E+12,74.4,324.7,-22.5,3.285,3.219,33.7,32.4,5.77,97.11
1002985,1.55E+12,46.9,333.1,-22.5,3.374,3.308,36.0,32.6,3.88,76.88
1002986,1.55E+12,74.3,332.0,-22.5,3.358,3.291,34.9,33.8,0.84,97.78
1002989,1.56E+12,34.1,330.1,-22.5,3.340,3.280,35.2,34.1,5.29,86.52
1002996,1.57E+12,40.8,326.6,-22.5,3.298,3.243,36.0,33.6,5.30,112.87
1002998,1.55E+12,74.2,328.1,-22.5,3.311,3.254,33.0,31.5,4.82,100.97
1003001,1.55E+12,51.2,348.2,-22.5,3.528,3.452,32.1,28.3,6.25,76.14
1003002,1.56E+12,23.6,328.8,-22.5,3.328,3.259,33.6,30.4,1.82,94.45
1003003,1.56E+12,48.4,346.4,-22.5,3.512,3.442,37.0,35.9,8.61,109.67
1003006,1.55E+12,47.9,337.9,-22.5,3.409,3.356,36.1,33.6,5.27,117.53
1003009,1.57E+12,16.3,356.5,-22.5,3.604,3.545,33.0,30.3,7.55,104.93
1003010,1.57E+12,73.8,357.7,-22.5,3.608,3.548,36.0,32.4,1.03,103.79
1003013,1.55E+12,36.4,340.6,-22.5,3.439,3.385,37.0,34.0,22.58,78.28
1003018,1.56E+12,25.1,355.6,-22.5,3.589,3.535,37.0,35.1,7.86,93.94
1003019,1.57E+12,36.1,357.6,-22.5,3.618,3.554,33.3,30.4,6.55,88.71
1003022,1.56E+12,21.8,357.5,-22.5,3.625,3.550,37.0,35.4,4.98,116.61
1003024,1.55E+12,16.8,323.9,-22.5,3.279,3.216,36.0,33.5,0.82,89.30
1003025,1.57E+12,24.5,331.4,-22.5,3.344,3.285,35.7,33.9,7.49,83.69
1003026,1.57E+12,16.8,349.9,-22.5,3.533,3.471,33.8,32.3,9.62,106.20
1003028,1.55E+12,59.7,346.5,-22.5,3.514,3.440,33.0,30.7,10.43,110.25
1003029,1.55E+12,64.9,350.1,-22.5,3.538,3.479,36.0,32.5,5.99,113.35
1003030,1.57E+12,69.6,329.1,-22.5,3.329,3.267,34.9,31.6,9.64,62.21
1003031,1.57E+12,53.2,347.5,-22.5,3.521,3.448,33.0,29.7,6.22,96.41
1003034,1.55E+12,21.1,330.1,-22.5,3.347,3.280,36.0,34.2,9.46,89.61
1003035,1.55E+12,28.1,354.9,-22.5,3.596,3.528,33.0,31.1,5.50,96.83
1003037,1.55E+12,61.8,340.0,-22.5,3.435,3.371,37.0,34.6,12.95,72.71
1003040,1.56E+12,61.1,326.7,-22.5,3.316,3.238,37.0,33.7,0.77,115.17
1003042,1.55E+12,39.3,328.6,-22.5,3.319,3.265,33.6,29.9,8.04,111.81
1003044,1.55E+12,48.2,327.0,-22.5,3.309,3.248,33.0,31.9,1.24,61.56
1003045,1.56E+12,57.1,345.4,-22.5,3.498,3.434,37.0,35.3,7.12,74.34
1003047,1.57E+12,67.0,355.6,-22.5,3.589,3.533,37.0,35.5,12.22,78.68
1003048,1.55E+12,53.8,331.7,-22.5,3.365,3.288,33.0,31.0,2.32,116.59
1003050,1.56E+12,57.8,351.2,-22.5,3.545,3.488,33.8,30.8,3.43,100.29
1003053,1.56E+12,59.0,326.8,-22.5,3.308,3.244,35.5,31.7,2.15,69.94
1003057,1.56E+12,68.3,350.2,-22.5,3.550,3.477,36.1,32.4,3.30,107.07
1003060,1.56E+12,37.2,351.8,-22.5,3.559,3.497,37.0,34.7,0.92,109.82
1003063,1.56E+12,52.0,357.6,-22.5,3.620,3.548,37.0,35.1,3.35,112.45
1003064,1.55E+12,54.1,353.1,-22.5,3.565,3.503,33.0,32.0,4.12,97.09
1003065,1.57E+12,71.6,328.9,-22.5,3.331,3.264,37.0,34.5,7.83,61.22
1003066,1.56E+12,70.3,328.1,-22.5,3.313,3.255,33.0,29.1,5.68,114.54
1003067,1.55E+12,68.5,329.6,-22.5,3.341,3.267,37.0,33.3,2.04,104.10
1003069,1.56E+12,70.7,348.6,-22.5,3.518,3.463,37.0,34.9,22.22,81.08
1003070,1.55E+12,62.8,354.4,-22.5,3.593,3.520,36.0,33.2,4.50,96.06
1003074,1.56E+12,65.5,347.5,-22.5,3.517,3.452,37.0,35.2,1.89,115.52
1003075,1.57E+12,39.8,325.1,-22.5,3.297,3.229,33.0,29.1,7.59,68.65
1003076,1.56E+12,20.5,350.8,-22.5,3.544,3.487,33.0,29.9,4.70,90.30
1003080,1.55E+12,19.5,327.2,-22.5,3.302,3.242,35.1,34.1,1.17,88.41
1003082,1.56E+12,37.2,327.3,-22.5,3.322,3.252,33.0,29.1,5.72,85.29
1003084,1.55E+12,22.5,340.3,-22.5,3.440,3.377,33.0,30.1,3.45,95.93
1003086,1.56E+12,44.7,329.4,-22.5,3.329,3.267,33.0,32.0,24.68,67.43
1003089,1.56E+12,35.0,357.0,-22.5,3.608,3.545,37.0,33.7,24.29,75.88
1003090,1.56E+12,46.0,356.1,-22.5,3.608,3.540,37.0,35.1,3.84,63.84
1003091,1.55E+12,31.3,328.5,-22.5,3.333,3.257,36.4,34.0,21.94,119.30
1003092,1.57E+12,67.9,326.4,-22.5,3.305,3.234,32.7,30.3,5.27,110.46
1003093,1.57E+12,57.0,339.4,-22.5,3.441,3.371,36.5,33.3,4.25,80.94
1003094,1.56E+12,44.9,348.6,-22.5,3.532,3.458,33.1,31.4,7.40,67.57
1003095,1.57E+12,44.9,345.9,-22.5,3.502,3.431,37.0,33.2,7.42,62.39
1003100,1.57E+12,66.8,327.9,-22.5,3.311,3.257,35.3,33.7,8.66,63.22
1003103,1.57E+12,15.5,328.5,-22.5,3.327,3.264,36.3,34.1,4.36,104.68
1003104,1.55E+12,41.0,329.4,-22.5,3.334,3.269,33.0,29.9,6.89,89.05
1003108,1.57E+12,28.3,346.8,-22.5,3.501,3.439,37.0,33.9,2.52,105.63
1003109,1.56E+12,15.7,327.7,-22.5,3.321,3.250,34.5,31.4,2.38,93.69
1003110,1.55E+12,46.6,326.3,-27.8,3.295,3.237,37.0,34.2,3.56,94.62
1003111,1.55E+12,29.0,328.9,-22.5,3.323,3.264,34.3,31.2,4.40,74.03
1003114,1.56E+12,54.8,327.2,-22.5,3.303,3.251,36.6,35.2,5.08,69.88
1003119,1.56E+12,57.3,325.3,-22.5,3.297,3.229,33.0,30.9,0.22,113.08
1003120,1.55E+12,31.0,325.2,-22.5,3.292,3.229,36.0,33.4,6.62,77.54
1003121,1.56E+12,65.2,327.3,-22.5,3.307,3.246,33.0,31.4,1.74,65.41
1003125,1.56E+12,59.0,331.1,-22.5,3.346,3.290,33.0,29.0,11.78,75.98
1003126,1.56E+12,57.3,333.0,-22.5,3.377,3.308,35.7,34.2,12.39,92.62
1003127,1.56E+12,70.8,330.5,-22.5,3.346,3.281,36.7,33.4,6.99,85.62
1003128,1.56E+12,22.9,358.1,-22.5,3.620,3.561,33.3,31.0,22.40,93.28
1003130,1.55E+12,55.5,335.3,-22.5,3.399,3.327,33.0,29.6,11.55,60.76
1003134,1.57E+12,37.2,331.5,-22.5,3.357,3.286,35.5,33.5,4.59,66.94
1003136,1.57E+12,45.9,345.3,-22.5,3.496,3.426,36.3,34.2,0.94,93.30
1003140,1.57E+12,29.5,329.9,-22.5,3.345,3.274,34.9,32.8,10.13,116.56
1003141,1.55E+12,21.3,333.9,-22.5,3.387,3.312,33.0,31.0,6.75,81.95
1003153,1.55E+12,75.3,333.6,-22.5,3.373,3.313,33.7,30.8,3.26,62.66
1003158,1.55E+12,24.4,336.0,-22.5,3.403,3.334,35.0,31.3,2.82,96.56
1003159,1.57E+12,29.4,324.2,-22.5,3.291,3.213,33.7,31.7,2.48,102.63
1003162,1.55E+12,57.7,325.5,-22.5,3.300,3.233,36.8,33.9,4.74,115.30
1003163,1.57E+12,46.9,346.5,-22.5,3.499,3.439,37.0,33.7,6.95,63.00
1003170,1.56E+12,41.7,332.2,-22.5,3.364,3.294,36.7,33.7,4.17,102.44
1003173,1.57E+12,53.9,331.0,-22.5,3.359,3.280,33.0,30.8,5.50,61.16
1003179,1.57E+12,31.2,357.8,-22.5,3.622,3.551,33.0,30.3,6.88,66.94
1003180,1.56E+12,16.5,356.0,-22.5,3.596,3.531,36.1,33.0,5.91,79.01
1003184,1.56E+12,21.8,328.2,-22.5,3.313,3.256,37.0,35.2,9.60,99.43
1003185,1.56E+12,74.9,336.4,-22.5,3.402,3.340,37.0,33.5,3.43,71.80
1003186,1.56E+12,44.3,325.4,-22.5,3.300,3.225,37.0,34.7,5.02,110.49
1003189,1.56E+12,34.3,335.6,-22.5,3.388,3.331,37.0,33.6,21.81,74.45
1003190,1.56E+12,32.7,328.3,-22.5,3.315,3.254,36.0,34.2,6.55,94.24
1003191,1.56E+12,21.7,345.7,-22.5,3.503,3.434,32.8,31.3,5.85,62.44
1003193,1.55E+12,66.6,355.6,-22.5,3.603,3.530,36.0,34.6,24.20,105.19
1003194,1.56E+12,66.8,349.5,-22.5,3.542,3.469,36.0,34.6,5.15,64.48
1003195,1.56E+12,62.7,353.9,-22.5,3.587,3.518,33.0,31.8,8.06,101.50
1003196,1.56E+12,27.9,356.3,-22.5,3.604,3.534,33.0,30.9,2.57,66.51
1003198,1.55E+12,18.6,342.8,-22.5,3.463,3.407,35.5,33.9,3.43,78.37
1003199,1.55E+12,45.9,323.8,-22.5,3.274,3.211,37.0,34.9,21.48,105.77
1003202,1.56E+12,48.8,350.2,-22.5,3.539,3.477,33.0,31.1,4.73,72.41
1003204,1.55E+12,52.3,341.3,-22.5,3.454,3.389,36.0,34.1,8.18,105.34
1003205,1.56E+12,61.7,358.7,-69.2,3.633,3.566,33.0,29.1,10.87,73.81
1003206,1.56E+12,75.2,338.3,-22.5,3.422,3.363,32.4,31.0,5.29,86.74
